"","X1","X2","X3","X4"
"sub-ON01016",0.100061134961108,0.10184617872877,0.449710220294687,-0.965981415846883
"sub-ON01802",-0.782108622295182,0.969541590229262,0.97360674016967,0.498580408857747
"sub-ON02693",1.64944994725353,-0.0657805899256061,1.79276679066659,0.0842875357519362
"sub-ON02747",-0.115770543568494,1.25383780493454,0.338955107641116,-0.198184980393027
"sub-ON02811",0.995603265020769,-1.36374702010465,-0.586733066706529,1.53634789567191
"sub-ON05258",-1.51536372947408,1.86736062623664,-1.81594924682334,-0.495582708930134
"sub-ON05311",-1.83987090340726,0.434673035366883,-1.07170787663293,1.48224179178922
"sub-ON05530",0.0299060818341176,1.77737594060653,-1.0080586458878,0.81419869343847
"sub-ON07392",1.16808456125546,-1.25078130948931,0.969197100304995,0.0812462432232929
"sub-ON08155",-1.89897657763944,0.386195992888574,0.757842567721999,1.52073260319356
"sub-ON08392",-1.02577971896714,0.214082748440772,-0.486691383415571,-1.01159784277286
"sub-ON09474",-0.510855524679662,1.53663757711655,0.965948880638367,-1.46727078051238
"sub-ON10965",1.28270781195058,-0.564349406539036,1.39677585532128,1.38841348251257
"sub-ON11111",0.708173818078471,-0.559713609699991,0.278574657567632,0.496732616981252
"sub-ON11394",0.427652067679577,-0.815743351172699,0.980468199552934,1.09171833215174
"sub-ON11411",0.559404253156791,0.381505833175194,1.01045150418428,0.427017919214877
"sub-ON12666",-0.343823646261156,-0.961905544132738,-0.818999943345097,-0.35002659244132
"sub-ON12688",0.221358898416414,-0.447319983325069,1.00098553105176,0.726395633355244
"sub-ON13545",-0.925475125535535,1.27526923802282,0.19233361363806,-0.448093772865054
"sub-ON13986",-1.16068600146675,-0.435935185903502,-0.340377469897972,-0.887118008733584
"sub-ON18047",-0.817053401592025,0.303867422654897,-0.999707721429641,-0.359961165325315
"sub-ON21834",0.0240573325034635,-0.231712671091666,2.4631993827915,-0.594056573011522
"sub-ON21959",0.716149916517141,0.470533360806266,1.50646709889211,0.363975626233118
"sub-ON21976",0.633172589652372,-1.09231943638562,0.171227964867718,-0.668772547134824
"sub-ON22299",0.96160925202445,0.571452784074911,0.342588671999994,0.0176946832158536
"sub-ON22662",0.414933206112201,-1.36889439134353,0.750610001075737,1.91358070330337
"sub-ON23419",0.582534318471529,0.250139206530153,0.794529381986016,0.122561253312525
"sub-ON23483",-1.28886197803721,-0.180657471288788,-2.05762278491201,-1.24889001066426
"sub-ON23664",-0.303766992321737,-0.67253474423428,0.448794240762773,-0.691780821129132
"sub-ON23776",-0.234102002976038,-0.174009814264533,-0.00268863845421502,-0.107213336874737
"sub-ON23897",0.476569527470001,-0.361999869851733,0.54699018337532,-1.18872619829528
"sub-ON25658",0.441562426924052,-1.47049664593074,-0.523631476809664,0.144273873087804
"sub-ON25939",0.310954489076422,1.08998077227393,0.648587694217433,0.180936349055251
"sub-ON26309",-1.35092309654308,-0.199352385070109,-0.772513903612335,0.086666557837591
"sub-ON26854",-0.955897420257705,-1.62922377640525,-2.48856622280201,-0.596059039769897
"sub-ON28693",0.480173568399098,-0.0940378345522807,0.495099316974211,1.36113730790741
"sub-ON30080",-1.87825751444595,0.48750508030312,-0.123325239717883,-0.762299827227024
"sub-ON31551",-0.116338600133621,1.35043129778985,-0.335804169964121,0.764352093541125
"sub-ON33159",-0.48990439043495,-0.298101247257997,1.59159402355062,1.17664332887751
"sub-ON33827",0.360086126280396,-0.733478079200539,-1.54614045842661,1.53191485478342
"sub-ON34754",-0.588141536409917,0.0511043485480744,-0.869590341231429,-0.169785031393893
"sub-ON34766",-0.711087687633696,-0.275193229958736,-0.0789759782743842,-0.0131927705091573
"sub-ON35773",-0.0588607192705227,-0.223258051493463,-0.704606613661509,-1.32951151689934
"sub-ON35920",-0.0755768799685204,0.741047811906543,-1.7211672749326,-0.617078654668874
"sub-ON37194",0.775008920724045,0.378215341033024,-1.08319988957749,0.319019276628883
"sub-ON38044",0.553244695513133,0.535897275272557,0.439945172890105,-1.13483252369174
"sub-ON39099",-0.186254025579141,-0.309046986680625,0.142770698179849,0.467175236492789
"sub-ON39384",-0.507776413601292,0.382816663867182,0.408749727607008,0.37502228266763
"sub-ON40397",0.0307639447537386,-1.15348042791535,0.634735133935173,-0.701099633654629
"sub-ON40757",0.753053975378189,-1.08894752896544,-1.27189350774398,0.811485357451883
"sub-ON41090",0.994678552194111,1.25282800635138,-0.453763588233737,-1.3226676056707
"sub-ON41606",-0.0592685980648203,0.481514831021338,0.647593126810998,-1.43042446389173
"sub-ON42107",0.261497938952294,0.209172547479072,1.15530216765626,-0.283221418771834
"sub-ON43001",-0.241668386193617,-0.849739455739905,0.588186840923054,-2.3062571953806
"sub-ON43016",0.321901924114691,0.016353110846963,-0.51968362555494,2.25183488991641
"sub-ON43585",-0.124199876943772,-0.956745506457426,0.5876577148952,0.442369671932716
"sub-ON44262",0.88866504342977,-0.685479388976211,0.272808969317091,1.2768136617625
"sub-ON46717",-0.480144994804704,0.255794107162613,0.787337441067353,1.43897000454132
"sub-ON47254",-1.72043926070532,0.738457630660698,0.55154818698594,0.546085750793161
"sub-ON48190",0.667986835386562,0.509524724170518,-0.864247075844196,-0.767828319595604
"sub-ON48555",0.626211394825486,-0.957697813207895,-0.546337798819124,-0.0254763204932494
"sub-ON48925",-0.571797076441228,0.38482645793776,1.13821616964228,-0.930999478200804
"sub-ON49080",-1.00049507649874,-0.585412069628801,-0.66295514667483,0.753270288565984
"sub-ON50015",-1.21742394750398,-0.199099787193294,-1.17675318243217,-0.0438750070470601
"sub-ON50636",-0.555043978601804,-0.55805759681065,-0.941348464213114,1.08874414197223
"sub-ON52083",-1.52956507512449,0.581135234626816,-0.636082830485599,-0.825027356683031
"sub-ON52662",-1.01172194641856,1.01075004910708,1.26640809551928,0.965120762505832
"sub-ON52733",-0.452414787375888,-1.06919845303648,1.30342138026696,0.90728810864006
"sub-ON52992",-0.552283870558537,2.36221554092085,0.624887904833898,-0.0227430891255158
"sub-ON54268",-0.953458377517323,-1.12628468109251,1.97650728216733,-0.185454260089055
"sub-ON54886",-0.0938204374795939,0.863027385305307,-0.12815751864411,-0.506765409399325
"sub-ON55820",0.477105051039112,-0.144145852796199,-1.49250443870108,-0.269531887596093
"sub-ON56044",2.71927689574025,-0.38838784990043,0.656338136537362,-2.94340523939645
"sub-ON56250",-0.721282491163174,-0.0682835668861062,1.42870020075548,0.344695549885689
"sub-ON58053",-0.156246611251266,-0.416816727831293,1.1144393862238,1.37948866696887
"sub-ON59735",-0.536158500592487,-1.40290471016287,-1.95079935755607,0.17500857559668
"sub-ON61087",0.404650112982794,0.527884102514356,0.209025381105526,-0.15808082815916
"sub-ON61373",0.157802656823341,0.479826333031458,-0.671553318762704,-1.24510896834954
"sub-ON62003",0.957883511232021,0.0845097608799058,0.995387754773908,-0.169539765643685
"sub-ON62592",2.2889538029474,2.08829630809614,0.40659515807389,-1.10494207779696
"sub-ON62623",0.659805528095615,-0.706431843311229,-1.29840243260511,-0.979443559110599
"sub-ON62955",0.0468307005212639,-0.0735560870945317,-1.62773623417742,-1.10550841607305
"sub-ON63335",2.82699082362145,2.13532758005554,-2.47361318381349,-0.516510181567945
