"","X1","X2","X3","X4"
"sub-ON01016",1.0649184396301,0.233636478069479,0.892152664201538,-0.739054442030707
"sub-ON01802",0.22896261403115,1.61612834714444,0.362461305835741,1.36110087485722
"sub-ON02693",0.482692241963593,1.25446780941172,0.668099572358066,0.191543641632793
"sub-ON02747",0.651021458637339,0.866934820751269,-0.171958222326583,-1.00519514777425
"sub-ON02811",-0.657996999913484,-0.909597340901215,-0.355320708782166,-0.166341953598466
"sub-ON05258",0.185690224686551,0.0364677279073782,-0.767399870573668,-1.40724382624704
"sub-ON05311",-1.16226104739891,1.08733751368061,-0.310599090663575,-0.0911227682313513
"sub-ON05530",0.0704087459152488,-0.619494417664734,-0.219805859562136,0.572440555214018
"sub-ON07392",0.562995139370147,-1.57266591575199,0.482365550757483,-1.35343296358887
"sub-ON08155",-1.06030686352195,-0.821093258290935,0.70366555810014,1.21998261341095
"sub-ON08392",0.410898294432249,1.95196840983705,0.0667457840549385,-1.16852633187896
"sub-ON09474",-1.87639740550017,0.363221580060982,0.0613786334776559,0.439716866979004
"sub-ON10965",-0.767499347069582,-0.00827917044266788,-0.20370279402531,0.0936151165164689
"sub-ON11111",-0.935650071126485,-0.34400195698302,0.121634476800338,2.05008939318091
"sub-ON11394",0.89804957517762,-0.85360504293365,0.408808613420851,1.1484981781936
"sub-ON11411",0.175566706507063,0.498348743587131,0.949387497264639,1.35854658102639
"sub-ON12666",0.0313883030898667,0.0780965996839944,0.0717110007849963,-0.682430017342833
"sub-ON12688",-0.49290880281644,0.693768042886771,-0.168528029630518,-1.14567479077574
"sub-ON13545",-1.2494970771138,0.598917088625312,-0.731444566116846,2.01672691175119
"sub-ON13986",-1.83354153011007,2.20429441099704,-0.58138934232171,-0.865224702143945
"sub-ON18047",-0.727237619372803,-1.76653560095328,0.344862850322922,-0.175697714950171
"sub-ON21834",0.809890573296631,-0.731928213039194,-0.410094686831659,-0.114271318469405
"sub-ON21959",0.659819230235005,-2.27857928001554,-0.154720582997858,1.48005961909654
"sub-ON21976",1.07502126161778,-1.49912354437655,-0.312006761315371,-0.906217782006491
"sub-ON22299",1.30658625228183,-0.420145732212114,-0.15942110942047,-1.50172485713811
"sub-ON22662",1.61552754847434,-1.1419664634343,-0.914729549047751,1.12869128413572
"sub-ON23419",-1.22830537392471,0.576491768800076,0.244776579258276,-0.670869736086624
"sub-ON23483",-2.27527088595358,-0.69950952074737,0.306067970665722,-0.298571614794213
"sub-ON23664",0.0313883030898667,0.0780965996839944,0.0717110007849963,-0.682430017342833
"sub-ON23776",1.43462564068886,0.00586611826367039,0.90537924545488,-1.60747395576286
"sub-ON23897",1.05555668472308,-1.15057885428644,0.930443661749861,0.421597078215447
"sub-ON25658",-0.377474762890122,-2.173279706006,-0.379030851285775,1.84306132349259
"sub-ON25939",1.80479158655734,1.38883279588334,1.4041812229858,-0.266038084328168
"sub-ON26309",-0.360228230176412,0.249094004602038,-0.398493237976219,-0.142432138963483
"sub-ON26854",1.15417299803746,-0.242387120284095,-0.889264682510675,0.82025807008331
"sub-ON28693",0.199546266039843,-1.75062063894873,0.890217468459758,1.24809225406607
"sub-ON30080",-1.89898403807554,0.794309528696102,-0.98611119340659,0.190857870975702
"sub-ON31551",-0.445339248144523,1.6978644120161,0.422652260766221,0.208490943236213
"sub-ON33159",0.0614883518705042,1.46215342148928,1.54010861732616,-0.0958107373627734
"sub-ON33827",0.571426457956545,-0.0582209029779709,-1.44412465397972,1.85495809811643
"sub-ON34754",0.747725913813815,-0.525275998181349,-0.00999637889895089,0.379793176182844
"sub-ON34766",-1.43826472263635,0.416467728412076,0.195497604836007,0.825469179408597
"sub-ON35773",-0.00965023603946844,0.418271651444476,-1.94346288879501,0.631510834669234
"sub-ON35920",-0.599466010189739,0.792452466982691,0.908928280472189,-1.65591362702832
"sub-ON37194",-0.201047941480671,0.468231571974787,0.0167778748002423,0.221473336004193
"sub-ON38044",0.886117946722733,0.502135854864201,0.119812475334957,0.253500537824846
"sub-ON39099",0.192375782992006,2.16916815866467,0.208932069744893,-0.461286909402488
"sub-ON39384",-0.78668184896998,0.972999569718521,-0.378786998344203,-0.355903575644261
"sub-ON40397",0.274410716477303,-1.55140741764337,0.201161565915734,-1.60422571114924
"sub-ON40757",0.870659565145797,0.243819699523185,0.735562830900735,1.37616606790751
"sub-ON41090",-0.349444449269832,1.00069445414935,0.527498113451995,-0.412081784127755
"sub-ON41606",0.312730913037511,0.919211098972176,-1.11225886182259,-1.52790074623616
"sub-ON42107",0.723982619272286,0.518405643228686,0.61958661971738,-1.13228985564853
"sub-ON43001",-1.62143313920027,0.693639389468159,0.340465963964607,-1.16687789385057
"sub-ON43016",-0.297482122839399,0.620859979464514,0.455463155180793,0.226082442391705
"sub-ON43585",0.206802374755374,0.152716631185742,0.437121763798879,-0.807444635316294
"sub-ON44262",-0.570355845853129,-0.974545478814497,0.23268791092687,1.21566010432537
"sub-ON46717",-0.122566858924901,0.460085139288342,-0.284358775040697,0.940365951025147
"sub-ON47254",-0.799498781019226,0.774230484903544,0.809130772532184,0.568976253081692
"sub-ON48190",-1.50956127245641,-0.471551869446824,-0.201341729660324,0.304474536976902
"sub-ON48555",0.747455639996067,0.714306413261542,-0.610643502707134,-1.00980425416176
"sub-ON48925",-0.793814090683759,0.116171021377823,2.28251441961547,0.314302721848495
"sub-ON49080",-1.62182112568075,-0.350205682110941,-0.523737094295482,1.02234774118961
"sub-ON50015",-1.92895132483917,-0.14467602606312,1.25925071222195,-1.21278808546434
"sub-ON50636",-1.65801397590101,-0.900403284365658,-2.65457736314165,0.466057987558687
"sub-ON52083",-0.462825132832402,-0.000919098612115476,-0.505420819206557,-1.17275127689893
"sub-ON52662",-1.2735119749154,-1.03491903780186,0.942404490291894,1.26314707239676
"sub-ON52733",-0.0566039279476154,0.610550026307445,2.99680137669892,0.249908598670466
"sub-ON52992",-0.861037100519607,1.06058261164292,-1.50339839318569,0.168558737923833
"sub-ON54268",-0.959009283821039,-0.970784119973322,0.614790095166084,0.0120235671051094
"sub-ON54886",0.641052569302564,0.949168622635899,-1.38001735390682,-0.340042392463256
"sub-ON55820",-0.45036044171755,-1.4134722945859,0.380033997053367,0.254763851042445
"sub-ON56044",2.85454520101235,0.180377523183383,-0.231509511659723,0.298486940300157
"sub-ON56250",-1.39502859062957,0.879116712412136,0.656204259108509,-1.0737707004714
"sub-ON58053",0.716919133458876,-1.18074974435649,1.72433183849629,0.641228495246525
"sub-ON59735",-1.32261079770957,-0.632077782148955,-1.55498162532105,-0.62331335366097
"sub-ON61087",1.2740114442196,0.64321208150351,-1.00162388613498,-0.165177488219731
"sub-ON61373",0.90618325762371,0.181973291298548,-1.28192942839053,-1.13198885600034
"sub-ON62003",0.488077067274244,1.16654920531033,0.547910229083656,0.577595831923015
"sub-ON62592",2.16400980194937,0.148718624389262,-0.660466376024741,-2.00552207333647
"sub-ON62623",1.50791560539015,-0.63770109171694,0.575275412659906,0.136852005058726
"sub-ON62955",-0.00659153430990256,-0.557330988338818,-1.21569082844985,-0.413946121330554
"sub-ON63335",0.706909588793668,0.68852248814699,-0.380594887811412,-0.618607662160425
"sub-ON63704",0.104364924646604,-0.528428683570123,0.689811671401439,-1.79809385134042
"sub-ON63734",0.222537103891672,0.0307167231735997,-0.178963110140996,1.18325257330623
"sub-ON65553",1.28345309855357,1.73496942542132,-0.451996905852977,2.00123675221401
"sub-ON65697",-0.836195594857303,1.46611173191688,0.15277403017765,0.73048420992364
"sub-ON65733",-0.808375366295595,-1.81785263259812,-0.291731912777303,-1.34855467744786
"sub-ON66199",-0.914093898922363,0.867242590842014,0.368151171703757,0.927355570531532
"sub-ON66557",-0.304402536096379,1.51436235979519,-0.190563515520642,-0.775710573348125
"sub-ON67121",0.677688031618399,0.773446799475141,-1.10790026395836,0.172087805274501
